Ir_mod1,Ir_mod2,Ir_mod3,Ir_mod4,Ir_mod5
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
248,77.5163603505207,188.841074530126,86.8222040403386,159.397790814577
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
53,49.0142910932971,50.7002311637399,49.8973636207056,51.6397685292539
