mes,dia,hora,Ir_total,Ir_difusa,Temperatura
12,4,9,242,64,1.01
12,4,10,367,78,4.23
12,4,11,448,82,6.25
12,4,12,469,89,7.5
12,4,13,439,82,8.36
12,4,14,352,73,8.86
12,4,15,219,60,8.92
12,4,16,67,26,8.13
12,5,8,92,28,-1.97
12,5,9,239,63,0.96
12,5,10,362,81,4.16
12,5,11,445,82,6.33
12,5,12,470,85,7.8
12,5,13,439,77,8.71
12,5,14,350,72,9.2
12,5,15,219,58,9.2
12,5,16,66,26,8.52
12,6,8,88,28,-1.83
12,6,9,236,63,0.44
12,6,10,361,77,3.79
12,6,11,440,86,5.97
12,6,12,470,79,7.46
12,6,13,435,81,8.27
12,6,14,351,69,8.61
12,6,15,217,60,8.34
12,6,16,65,26,7.35
12,7,8,50,43,-0.57
12,7,9,164,118,0.96
12,7,10,233,178,3.62
12,7,11,462,39,5.65
12,7,12,465,84,7.24
12,7,13,436,77,8.23
12,7,14,350,69,8.81
12,7,15,217,57,8.6
12,7,16,65,26,6.88
12,8,8,74,36,3.6
12,8,9,144,116,4.48
12,8,10,198,171,6.55
12,8,11,195,185,8.71
12,8,12,175,172,10.58
12,8,13,135,135,12.07
12,8,14,335,91,12.53
12,8,15,229,35,12.61
12,8,16,69,20,11.97
12,9,8,84,23,7.04
12,9,9,175,111,7.3
12,9,10,365,55,8.84
12,9,11,410,124,10.32
12,9,12,341,216,11.55
12,9,13,257,210,11.84
12,9,14,272,156,11.9
12,9,15,166,104,11.8
12,9,16,44,35,11.45
12,10,8,74,31,8.02
12,10,9,130,111,8.33
12,10,10,122,121,8.85
12,10,11,156,154,9.38
12,10,12,114,114,10.04
12,10,13,88,88,10.09
12,10,14,66,66,10.13
12,10,15,70,70,9.73
12,10,16,23,23,9.28
12,11,8,34,32,4.53
12,11,9,237,35,4.62
12,11,10,334,100,5.31
12,11,11,330,196,6.38
12,11,12,421,142,7.39
12,11,13,86,86,8.3
12,11,14,333,91,8.82
12,11,15,115,102,8.53
12,11,16,29,28,8.02
12,12,8,74,25,-0.19
12,12,9,225,55,0.73
12,12,10,351,69,3.12
12,12,11,435,72,4.73
12,12,12,464,69,6.04
12,12,13,436,62,7.03
12,12,14,345,68,7.69
12,12,15,214,59,7.87
12,12,16,64,26,7.54
12,13,8,70,28,0.39
12,13,9,201,83,1.11
12,13,10,318,114,3.33
12,13,11,431,77,4.59
12,13,12,458,78,6.04
12,13,13,284,208,7.21
12,13,14,220,170,8.05
12,13,15,205,70,8.53
12,13,16,45,35,7.83
12,14,8,36,33,5.49
12,14,9,151,110,6.31
12,14,10,66,66,7.15
12,14,11,65,65,8.39
12,14,12,144,144,8.83
12,14,13,158,156,9.41
12,14,14,195,165,9.73
12,14,15,131,107,9.94
12,14,16,35,32,9.7
12,15,8,56,33,6.23
12,15,9,224,43,6.88
12,15,10,190,164,7.86
12,15,11,203,188,9.21
12,15,12,386,175,9.43
12,15,13,364,163,9.91
12,15,14,142,137,9.94
12,15,15,95,91,9.38
12,15,16,40,34,8.56
12,16,8,64,27,0.23
12,16,9,213,59,1.63
12,16,10,343,68,4.5
12,16,11,431,67,6.28
12,16,12,457,73,7.59
12,16,13,431,67,8.37
12,16,14,356,48,8.64
12,16,15,199,79,8.57
12,16,16,66,26,7.96
12,17,8,61,27,-1.78
12,17,9,209,62,0.41
12,17,10,334,80,3.95
12,17,11,420,84,5.49
12,17,12,449,87,6.6
12,17,13,422,85,7.41
12,17,14,343,72,7.84
12,17,15,211,64,7.91
12,17,16,65,27,7.34
12,18,8,60,25,-2.07
12,18,9,210,59,0.26
12,18,10,339,72,3.36
12,18,11,429,68,5.51
12,18,12,456,73,7.14
12,18,13,426,76,8.63
12,18,14,345,69,9.73
12,18,15,206,72,10.22
12,18,16,53,36,9.89
12,19,8,60,25,2.54
12,19,9,206,62,3.44
12,19,10,335,74,6.85
12,19,11,418,84,8.65
12,19,12,446,92,9.83
12,19,13,421,84,10.52
12,19,14,345,68,10.89
12,19,15,215,61,10.93
12,19,16,67,27,10.23
12,20,8,59,22,-1.05
12,20,9,208,56,1.47
12,20,10,345,54,4.64
12,20,11,425,72,7.15
12,20,12,460,64,9.05
12,20,13,435,58,10.49
12,20,14,351,58,11.49
12,20,15,218,58,12.03
12,20,16,70,25,11.62
12,21,8,56,25,-0.13
12,21,9,204,59,2.53
12,21,10,337,68,6.15
12,21,11,426,67,8.79
12,21,12,455,73,10.7
12,21,13,426,76,12.05
12,21,14,348,65,12.9
12,21,15,219,58,13.19
12,21,16,71,25,12.67
12,22,8,54,24,-0.42
12,22,9,217,35,2.12
12,22,10,334,71,5.78
12,22,11,412,92,8.55
12,22,12,396,161,10.67
12,22,13,427,76,12.37
12,22,14,349,65,13.51
12,22,15,222,54,13.84
12,22,16,71,26,13.16
12,23,8,54,23,2.32
12,23,9,203,57,3.92
12,23,10,334,71,6.77
12,23,11,423,71,8.65
12,23,12,455,74,9.95
12,23,13,430,72,10.94
12,23,14,348,69,11.51
12,23,15,220,60,11.62
12,23,16,65,33,11.15
12,24,8,54,22,1.3
12,24,9,202,57,3.23
12,24,10,215,165,5.67
12,24,11,377,141,7.09
12,24,12,453,78,8.09
12,24,13,430,71,9.84
12,24,14,347,72,10.3
12,24,15,220,62,10.46
12,24,16,75,27,10
12,25,8,34,29,-0.13
12,25,9,68,68,0.64
12,25,10,104,104,1.35
12,25,11,122,122,2.15
12,25,12,150,149,3.25
12,25,13,161,158,4.05
12,25,14,96,96,4.77
12,25,15,157,112,5.27
12,25,16,31,30,5.39
12,26,8,47,25,2.55
12,26,9,144,101,3.3
12,26,10,225,163,5.24
12,26,11,295,201,6.27
12,26,12,155,154,6.51
12,26,13,111,111,6.76
12,26,14,359,55,6.74
12,26,15,166,111,6.82
12,26,16,79,26,6.16
12,27,8,55,17,4.63
12,27,9,201,55,5.43
12,27,10,349,37,6.93
12,27,11,416,84,8.09
12,27,12,326,214,8.79
12,27,13,412,108,9.09
12,27,14,289,148,9.2
12,27,15,127,110,8.88
12,27,16,7,7,8.36
12,28,8,47,25,6.03
12,28,9,107,95,6.85
12,28,10,162,149,8
12,28,11,277,205,9.51
12,28,12,98,98,10.43
12,28,13,114,114,10.17
12,28,14,70,70,10.45
12,28,15,93,91,11
12,28,16,41,38,11.04
12,29,8,27,25,4.25
12,29,9,119,100,6.7
12,29,10,216,164,8.96
12,29,11,350,170,10.31
12,29,12,409,150,11.36
12,29,13,377,158,12.48
12,29,14,211,173,13.5
12,29,15,171,113,13.49
12,29,16,73,37,12.96
12,30,8,44,25,5.98
12,30,9,188,71,6.98
12,30,10,330,74,9.37
12,30,11,422,76,10.62
12,30,12,449,92,11.79
12,30,13,432,81,12.7
12,30,14,360,67,13.27
12,30,15,232,60,13.3
12,30,16,85,27,12.71
12,31,8,48,23,5.63
12,31,9,151,99,6.03
12,31,10,189,161,6.51
12,31,11,163,160,7.73
12,31,12,302,223,8.75
12,31,13,136,136,9.46
12,31,14,114,114,10.04
12,31,15,86,85,9.87
12,31,16,58,45,8.79
