,0
8508,0.32
8509,0.3
8510,0.41
8511,0.39
8512,0.37
8513,0.28
8514,0.31
8515,0.38
8516,0.46
8517,0.37
8518,0.39
8519,0.32
8520,0.31
8521,0.29
8522,0.31
8523,0.37
8524,0.34
8525,0.36
8526,0.45
8527,0.28
8528,0.34
8529,0.38
8530,0.35
8531,0.3
8532,0.36
8533,0.24
8534,0.29
8535,0.4
8536,0.43
8537,0.38
8538,0.47
8539,0.42
8540,0.63
8541,0.86
8542,1.12
8543,1.47
8544,1.68
8545,1.76
8546,1.89
8547,1.82
8548,1.66
8549,1.54
8550,1.46
8551,1.29
8552,1.15
8553,1.01
8554,1.02
8555,0.95
8556,0.92
8557,0.84
8558,0.88
8559,0.74
8560,0.79
8561,0.75
8562,0.7
8563,0.74
8564,0.71
8565,0.81
8566,0.76
8567,0.72
8568,0.81
8569,0.79
8570,0.93
8571,0.93
8572,0.91
8573,0.91
8574,1.11
8575,0.97
8576,0.95
8577,1.44
8578,1.27
8579,0.88
8580,0.78
8581,0.87
8582,0.88
8583,0.98
8584,1.1
8585,1.16
8586,1.16
8587,0.99
8588,1.34
8589,1.17
8590,1.48
8591,1.66
8592,1.76
8593,1.67
8594,1.84
8595,1.86
8596,1.97
8597,1.78
8598,1.93
8599,1.67
8600,1.52
8601,1.48
8602,1.7
8603,1.95
8604,2.0
8605,2.26
8606,2.34
8607,2.31
8608,2.26
8609,1.78
8610,1.85
8611,1.85
8612,1.69
8613,1.61
8614,1.51
8615,1.51
8616,1.88
8617,1.63
8618,1.66
8619,1.87
8620,1.71
8621,1.98
8622,1.9
8623,2.19
8624,2.83
8625,3.03
8626,2.7
8627,2.01
8628,1.79
8629,1.86
8630,1.51
8631,1.49
8632,1.53
8633,1.19
8634,0.71
8635,0.97
8636,0.99
8637,0.8
8638,0.55
8639,0.5
8640,0.58
8641,0.53
8642,0.7
8643,0.82
8644,0.93
8645,1.25
8646,1.22
8647,1.27
8648,1.25
8649,1.46
8650,1.95
8651,2.13
8652,1.62
8653,1.37
8654,1.26
8655,1.14
8656,0.94
8657,0.98
8658,0.99
8659,1.11
8660,1.37
8661,1.27
8662,1.06
8663,1.06
8664,1.07
8665,1.03
8666,1.19
8667,0.98
8668,1.18
8669,1.29
8670,0.88
8671,0.77
8672,0.62
8673,0.82
8674,0.99
8675,0.86
8676,1.07
8677,1.07
8678,1.7
8679,1.81
8680,1.61
8681,1.88
8682,2.1
8683,2.23
8684,2.26
8685,2.29
8686,2.38
8687,1.95
8688,1.48
8689,1.05
8690,1.03
8691,0.68
8692,0.51
8693,0.43
8694,0.4
8695,0.4
8696,0.38
8697,0.44
8698,0.44
8699,0.43
8700,0.43
8701,0.39
8702,0.45
8703,0.74
8704,0.65
8705,0.66
8706,0.85
8707,0.9
8708,0.52
8709,0.38
8710,0.37
8711,0.42
8712,0.31
8713,0.29
8714,0.43
8715,0.42
8716,0.35
8717,0.29
8718,0.28
8719,0.27
8720,0.3
8721,0.33
8722,0.32
8723,0.29
8724,0.36
8725,0.25
8726,0.35
8727,0.44
8728,0.33
8729,0.38
8730,0.44
8731,0.48
8732,0.55
8733,0.42
8734,0.49
8735,0.41
8736,0.36
8737,0.39
8738,0.36
8739,0.37
8740,0.56
8741,0.58
8742,0.62
8743,0.7
8744,0.74
8745,0.61
8746,0.66
8747,0.67
8748,0.68
8749,1.02
8750,1.01
8751,1.22
8752,0.94
8753,0.56
8754,0.58
8755,0.58
8756,0.54
8757,0.48
8758,0.49
8759,0.87
8760,1.23
8761,0.95
8762,0.81
8763,0.78
8764,1.27
8765,1.46
8766,1.68
8767,1.36
8768,1.04
8769,0.76
8770,0.68
8771,0.59
8772,0.66
8773,0.84
8774,0.75
8775,0.76
8776,0.76
8777,0.79
8778,0.76
8779,0.79
8780,0.62
8781,0.67
8782,0.97
8783,1.2
8784,1.34
8785,1.42
8786,1.5
8787,1.3
8788,1.47
8789,1.22
8790,1.27
8791,1.38
8792,1.32
8793,1.16
8794,0.96
8795,0.77
8796,0.51
8797,0.44
8798,0.38
8799,0.38
8800,0.37
8801,0.36
8802,0.31
8803,0.37
8804,0.44
8805,0.43
8806,0.36
8807,0.51
8808,0.47
8809,0.42
8810,0.49
8811,0.39
8812,0.38
8813,0.42
8814,0.42
8815,0.36
8816,0.4
8817,0.37
8818,0.38
8819,0.44
8820,0.35
8821,0.4
8822,0.27
8823,0.42
8824,0.33
8825,0.31
8826,0.43
8827,0.5
8828,0.78
8829,1.19
8830,1.46
8831,1.35
8832,1.43
8833,1.51
8834,1.62
8835,1.67
8836,1.82
8837,1.31
8838,0.86
8839,0.66
8840,0.84
8841,0.87
8842,0.98
8843,1.03
8844,1.06
8845,1.25
8846,1.16
8847,0.97
8848,1.36
8849,1.71
8850,1.9
8851,1.8
8852,1.67
8853,1.45
8854,1.01
8855,0.53
8856,0.49
8857,0.48
8858,0.78
8859,1.03
8860,0.84
8861,1.07
8862,1.28
8863,1.69
8864,1.9
8865,2.01
8866,1.25
8867,1.21
8868,0.83
8869,0.94
8870,0.92
8871,1.05
8872,1.56
8873,1.55
8874,1.71
8875,1.65
8876,1.16
8877,1.01
8878,1.81
8879,2.1
8880,2.51
8881,3.19
8882,2.95
8883,1.51
8884,1.25
8885,1.24
8886,0.92
8887,0.84
8888,0.99
8889,1.2
8890,1.42
8891,2.49
8892,2.51
8893,2.44
8894,1.89
8895,1.4
8896,0.92
8897,0.88
8898,0.87
8899,1.14
8900,0.73
8901,0.87
8902,0.95
8903,0.67
8904,0.51
8905,0.58
8906,0.59
8907,0.57
8908,0.89
8909,1.54
8910,1.51
8911,1.39
8912,0.98
8913,0.67
8914,0.89
8915,0.94
8916,1.18
8917,1.46
8918,1.02
8919,1.01
8920,1.1
8921,0.98
8922,0.84
8923,0.73
8924,0.62
8925,0.44
8926,0.57
8927,0.86
8928,1.11
8929,1.04
8930,1.15
8931,0.64
8932,0.47
8933,0.34
8934,0.41
8935,0.35
8936,0.33
8937,0.37
8938,0.28
8939,0.27
8940,0.28
8941,0.26
8942,0.27
8943,0.25
8944,0.35
8945,0.39
8946,0.36
8947,0.34
8948,0.27
8949,0.35
8950,0.3
8951,0.46
8952,0.27
8953,0.33
8954,0.3
8955,0.34
8956,0.41
8957,0.34
8958,0.33
8959,0.33
8960,0.34
8961,0.34
8962,0.38
8963,0.38
8964,0.35
8965,0.33
8966,0.34
8967,0.34
8968,0.45
8969,0.34
8970,0.32
8971,0.35
8972,0.28
8973,0.31
8974,0.35
8975,0.29
8976,0.33
8977,0.34
8978,0.33
8979,0.33
8980,0.3
8981,0.36
8982,0.32
8983,0.34
8984,0.37
8985,0.38
8986,0.38
8987,0.34
8988,0.36
8989,0.39
8990,0.33
8991,0.41
8992,0.34
8993,0.36
8994,0.36
8995,0.39
8996,0.33
8997,0.29
8998,0.32
8999,0.35
9000,0.31
9001,0.31
9002,0.31
9003,0.33
9004,0.36
9005,0.34
9006,0.35
9007,0.26
9008,0.28
9009,0.3
9010,0.3
9011,0.33
9012,0.34
9013,0.34
9014,0.29
9015,0.31
9016,0.34
9017,0.3
9018,0.34
9019,0.37
9020,0.29
9021,0.34
9022,0.33
9023,0.35
9024,0.35
9025,0.34
9026,0.32
9027,0.35
9028,0.3
9029,0.34
9030,0.32
9031,0.33
9032,0.31
9033,0.32
9034,0.36
9035,0.31
9036,0.35
9037,0.33
9038,0.36
9039,0.32
9040,0.33
9041,0.37
9042,0.35
9043,0.35
9044,0.35
9045,0.35
9046,0.35
9047,0.33
9048,0.33
9049,0.33
9050,0.36
9051,0.34
9052,0.32
9053,0.35
9054,0.35
9055,0.33
9056,0.35
9057,0.36
9058,0.33
9059,0.33
9060,0.33
9061,0.36
9062,0.34
9063,0.34
9064,0.32
9065,0.33
9066,0.32
9067,0.32
9068,0.35
9069,0.31
9070,0.33
9071,0.37
9072,0.32
9073,0.34
9074,0.34
9075,0.3
9076,0.33
9077,0.31
9078,0.34
9079,0.36
9080,0.31
9081,0.34
9082,0.27
9083,0.31
9084,0.32
9085,0.3
9086,0.31
9087,0.3
9088,0.34
9089,0.3
9090,0.26
9091,0.36
9092,0.26
9093,0.34
9094,0.27
9095,0.31
9096,0.29
9097,0.27
9098,0.31
9099,0.27
9100,0.25
9101,0.27
9102,0.31
9103,0.29
9104,0.25
9105,0.3
9106,0.33
9107,0.22
9108,0.3
9109,0.27
9110,0.24
9111,0.27
9112,0.31
9113,0.34
9114,0.27
9115,0.23
9116,0.27
9117,0.23
9118,0.25
9119,0.32
9120,0.27
9121,0.31
9122,0.29
9123,0.27
9124,0.31
9125,0.31
9126,0.25
9127,0.29
9128,0.31
9129,0.38
9130,0.32
9131,0.27
9132,0.31
9133,0.33
9134,0.23
9135,0.3
9136,0.25
9137,0.26
9138,0.29
9139,0.29
9140,0.28
9141,0.3
9142,0.33
9143,0.3
9144,0.38
9145,0.34
9146,0.36
9147,0.27
9148,0.27
9149,0.32
9150,0.33
9151,0.4
9152,0.3
9153,0.27
9154,0.32
9155,0.43
9156,0.26
9157,0.37
9158,0.4
9159,0.4
9160,0.3
9161,0.49
9162,0.44
9163,0.4
9164,0.31
9165,0.34
9166,0.38
9167,0.39
9168,0.26
9169,0.3
9170,0.33
9171,0.34
9172,0.37
9173,0.33
9174,0.36
9175,0.58
9176,1.03
9177,0.49
9178,0.58
9179,1.04
9180,1.23
9181,0.92
9182,0.62
9183,0.51
9184,0.43
9185,0.35
9186,0.36
9187,0.33
9188,0.64
9189,0.47
9190,0.46
9191,0.96
9192,1.34
9193,1.69
9194,2.17
9195,2.77
9196,3.19
9197,2.65
9198,2.13
9199,1.83
9200,1.75
9201,1.95
9202,2.05
9203,2.11
9204,3.1
9205,3.77
9206,4.24
9207,2.81
9208,2.96
9209,2.46
9210,1.89
9211,1.09
9212,0.78
9213,0.69
9214,0.93
9215,1.24
9216,0.84
9217,0.44
9218,0.44
9219,0.33
9220,0.35
9221,0.37
9222,0.46
9223,0.45
9224,0.42
9225,0.36
9226,0.32
9227,0.26
9228,0.35
9229,0.29
9230,0.33
9231,0.4
9232,0.35
9233,0.32
9234,0.33
9235,0.3
9236,0.32
9237,0.35
9238,0.33
9239,0.32
9240,0.34
9241,0.38
9242,0.32
9243,0.42
9244,0.31
9245,0.42
9246,0.49
9247,0.38
9248,0.32
9249,0.37
9250,0.33
9251,0.34
9252,0.28
9253,0.32
9254,0.29
9255,0.37
9256,0.35
9257,0.35
9258,0.25
9259,0.36
9260,0.32
9261,0.3
9262,0.37
9263,0.29
9264,0.32
9265,0.41
9266,0.37
9267,0.36
9268,0.34
9269,0.35
9270,0.35
9271,0.3
9272,0.29
9273,0.33
9274,0.38
9275,0.31
9276,0.3
9277,0.31
9278,0.4
9279,0.38
9280,0.31
9281,0.28
9282,0.28
9283,0.3
9284,0.36
9285,0.35
9286,0.31
9287,0.36
9288,0.36
9289,0.26
9290,0.29
9291,0.36
9292,0.3
9293,0.32
9294,0.23
9295,0.32
9296,0.37
9297,0.36
9298,0.31
9299,0.31
9300,0.42
9301,0.41
9302,0.39
9303,0.37
9304,0.31
9305,0.38
9306,0.39
9307,0.24
9308,0.39
9309,0.41
9310,0.32
9311,0.31
9312,0.31
9313,0.25
9314,0.33
9315,0.3
9316,0.43
9317,0.29
9318,0.3
9319,0.32
9320,0.32
9321,0.32
9322,0.28
9323,0.38
9324,0.34
9325,0.3
9326,0.31
9327,0.32
9328,0.27
9329,0.28
9330,0.36
9331,0.31
9332,0.3
9333,0.32
9334,0.31
9335,0.3
9336,0.32
9337,0.28
9338,0.29
9339,0.4
9340,0.35
9341,0.31
9342,0.29
9343,0.29
9344,0.31
9345,0.26
9346,0.28
9347,0.31
9348,0.29
9349,0.27
9350,0.24
9351,0.25
9352,0.3
9353,0.23
9354,0.22
9355,0.3
9356,0.27
9357,0.28
9358,0.28
9359,0.3
9360,0.35
9361,0.34
9362,0.34
9363,0.3
9364,0.31
9365,0.36
9366,0.36
9367,0.32
9368,0.35
9369,0.3
9370,0.36
9371,0.37
9372,0.25
9373,0.29
9374,0.27
9375,0.25
9376,0.32
9377,0.32
9378,0.28
9379,0.27
9380,0.29
9381,0.28
9382,0.36
9383,0.4
9384,0.32
9385,0.28
9386,0.3
9387,0.35
9388,0.36
9389,0.26
9390,0.28
9391,0.34
9392,0.32
9393,0.32
9394,0.33
9395,0.35
9396,0.28
9397,0.37
9398,0.29
9399,0.28
9400,0.37
9401,0.32
9402,0.31
9403,0.34
9404,0.33
9405,0.42
9406,0.34
9407,0.31
9408,0.37
9409,0.39
9410,0.37
9411,0.34
9412,0.31
9413,0.31
9414,0.29
9415,0.36
9416,0.33
9417,0.3
9418,0.33
9419,0.31
9420,0.32
9421,0.31
9422,0.32
9423,0.37
9424,0.33
9425,0.31
9426,0.3
9427,0.27
9428,0.31
9429,0.3
9430,0.31
9431,0.38
9432,0.36
9433,0.32
9434,0.34
9435,0.32
9436,0.31
9437,0.31
9438,0.31
9439,0.36
9440,0.36
9441,0.35
9442,0.33
9443,0.31
9444,0.32
9445,0.34
9446,0.33
9447,0.34
9448,0.33
9449,0.3
9450,0.34
9451,0.35
9452,0.37
9453,0.4
9454,0.3
9455,0.36
9456,0.32
9457,0.38
9458,0.27
9459,0.35
9460,0.31
9461,0.32
9462,0.33
9463,0.31
9464,0.34
9465,0.35
9466,0.31
9467,0.33
9468,0.32
9469,0.35
9470,0.29
9471,0.3
9472,0.37
9473,0.32
9474,0.35
9475,0.34
9476,0.3
9477,0.36
9478,0.33
9479,0.31
9480,0.28
9481,0.35
9482,0.31
9483,0.28
9484,0.33
9485,0.26
9486,0.27
9487,0.29
9488,0.32
9489,0.31
9490,0.29
9491,0.27
9492,0.33
9493,0.34
9494,0.29
9495,0.26
9496,0.3
9497,0.35
9498,0.34
9499,0.31
9500,0.27
9501,0.36
9502,0.33
9503,0.31
9504,0.29
9505,0.34
9506,0.29
9507,0.34
9508,0.29
9509,0.35
9510,0.34
9511,0.28
9512,0.32
9513,0.37
9514,0.32
9515,0.33
9516,0.3
9517,0.31
9518,0.33
9519,0.27
9520,0.34
9521,0.3
9522,0.33
9523,0.32
9524,0.28
9525,0.32
9526,0.37
9527,0.31
9528,0.28
9529,0.39
9530,0.31
9531,0.29
9532,0.28
9533,0.32
9534,0.26
9535,0.28
9536,0.32
9537,0.34
9538,0.34
9539,0.27
9540,0.33
9541,0.29
9542,0.26
9543,0.29
9544,0.32
9545,0.39
9546,0.24
9547,0.28
9548,0.33
9549,0.37
9550,0.33
9551,0.32
9552,0.33
9553,0.38
9554,0.32
9555,0.33
9556,0.31
9557,0.29
9558,0.32
9559,0.3
9560,0.28
9561,0.38
9562,0.36
9563,0.25
9564,0.26
9565,0.24
9566,0.29
9567,0.32
9568,0.26
9569,0.3
9570,0.26
9571,0.31
9572,0.23
9573,0.24
9574,0.36
9575,0.31
9576,0.34
9577,0.29
9578,0.29
9579,0.33
9580,0.26
9581,0.36
9582,0.35
9583,0.23
9584,0.27
9585,0.34
9586,0.33
9587,0.26
9588,0.27
9589,0.32
9590,0.39
9591,0.38
9592,0.33
9593,0.36
9594,0.33
9595,0.28
9596,0.41
9597,0.36
9598,0.41
9599,0.31
9600,0.36
9601,0.33
9602,0.32
9603,0.4
9604,0.38
9605,0.41
9606,0.29
9607,0.29
9608,0.42
9609,0.29
9610,0.36
9611,0.33
9612,0.39
9613,0.42
9614,0.42
9615,0.35
9616,0.47
9617,0.47
9618,0.77
9619,0.93
9620,0.54
9621,0.63
9622,0.37
9623,0.36
9624,0.39
9625,0.33
9626,0.34
9627,0.62
9628,0.96
9629,0.88
9630,1.88
9631,1.27
9632,1.06
9633,0.5
9634,0.55
9635,0.44
9636,0.4
9637,0.34
9638,0.34
9639,0.52
9640,0.35
9641,0.34
9642,0.47
9643,0.44
9644,0.28
9645,0.45
9646,0.76
9647,0.58
9648,0.84
9649,0.77
9650,0.47
9651,0.8
9652,0.79
9653,1.17
9654,1.94
9655,2.84
9656,3.55
9657,3.81
9658,3.15
9659,2.04
9660,1.41
9661,1.07
9662,0.56
9663,0.49
9664,0.65
9665,0.59
9666,0.71
9667,0.75
9668,0.68
9669,0.55
9670,1.07
9671,1.86
9672,2.73
9673,3.6
9674,4.08
9675,3.63
9676,4.17
9677,4.22
9678,3.43
9679,2.61
9680,1.96
9681,1.35
9682,0.94
9683,1.46
9684,1.47
9685,1.81
9686,2.56
9687,3.8
9688,5.9
9689,7.72
9690,9.66
9691,7.76
9692,9.51
9693,10.65
9694,11.56
9695,10.26
9696,8.44
9697,7.95
9698,7.94
9699,7.96
9700,7.96
9701,7.96
9702,7.91
9703,8.97
9704,10.79
9705,11.66
9706,10.38
9707,8.57
9708,7.84
9709,7.84
9710,7.82
9711,7.82
9712,7.84
9713,8.15
9714,10.17
9715,11.57
9716,12.54
9717,13.73
9718,14.68
9719,14.87
9720,14.85
9721,14.94
9722,15.12
9723,15.2
9724,15.02
9725,16.45
9726,18.84
9727,22.28
9728,25.41
9729,28.32
9730,26.92
9731,28.22
9732,28.21
9733,28.14
9734,28.64
9735,28.24
9736,29.53
9737,33.72
9738,39.06
9739,41.5
9740,42.39
9741,44.86
9742,44.54
9743,44.16
9744,44.85
9745,42.58
9746,40.56
9747,40.42
9748,38.62
9749,41.15
9750,38.28
9751,38.26
9752,39.11
9753,40.88
9754,41.91
9755,43.7
9756,44.46
9757,46.83
9758,50.77
9759,51.57
9760,52.18
9761,51.2
9762,49.0
9763,47.62
9764,45.49
9765,45.15
9766,45.17
9767,45.15
9768,45.15
9769,45.15
9770,46.99
9771,48.89
9772,51.27
9773,52.58
9774,52.04
9775,51.64
9776,50.28
9777,48.89
9778,48.54
9779,47.51
9780,50.74
9781,51.37
9782,52.58
9783,52.69
9784,52.64
9785,52.69
9786,52.68
9787,52.71
9788,52.76
9789,52.75
9790,52.7
9791,52.76
9792,52.76
9793,52.77
9794,52.8
9795,52.81
9796,52.81
9797,52.8
9798,52.8
9799,52.81
9800,52.8
9801,52.83
9802,52.83
9803,52.83
9804,52.84
9805,52.84
9806,52.83
9807,52.84
9808,52.84
9809,52.84
9810,52.84
9811,52.84
9812,52.84
9813,52.84
9814,52.84
9815,52.84
9816,52.84
9817,52.84
9818,52.84
9819,52.83
9820,52.84
9821,52.84
9822,52.84
9823,52.84
9824,52.84
9825,52.84
9826,52.84
9827,52.84
9828,52.84
9829,52.84
9830,52.84
9831,52.84
9832,52.84
9833,52.84
9834,52.84
9835,52.84
9836,52.84
9837,52.84
9838,52.84
9839,52.84
9840,52.84
9841,52.84
9842,52.84
9843,52.84
9844,52.84
9845,52.84
9846,52.84
9847,52.84
9848,52.84
9849,52.84
9850,52.84
9851,52.83
9852,52.84
9853,52.84
9854,52.84
9855,52.84
9856,52.84
9857,52.84
9858,52.84
9859,52.83
9860,52.83
9861,52.83
9862,52.84
9863,52.83
9864,52.84
9865,52.84
9866,52.83
9867,52.84
9868,52.84
9869,52.84
9870,52.84
9871,52.84
9872,52.84
9873,52.84
9874,52.83
9875,52.83
9876,52.84
9877,52.84
9878,52.84
9879,52.84
9880,52.84
9881,52.84
9882,52.84
9883,52.84
9884,52.83
9885,52.83
9886,52.84
9887,52.84
9888,52.83
9889,52.83
9890,52.83
9891,52.84
9892,52.84
9893,52.83
9894,52.83
9895,52.84
9896,52.83
9897,52.84
9898,52.84
9899,52.84
9900,52.82
9901,52.82
9902,52.84
9903,52.84
9904,52.84
9905,52.84
9906,52.84
9907,52.84
9908,52.84
9909,52.84
9910,52.84
9911,52.84
9912,52.84
9913,52.84
9914,52.84
9915,52.84
9916,52.84
9917,52.84
9918,52.84
9919,52.84
9920,52.84
9921,52.84
9922,52.84
9923,52.84
9924,52.84
9925,52.84
9926,52.84
9927,52.84
9928,52.84
9929,52.84
9930,52.84
9931,52.84
9932,52.84
9933,52.84
9934,52.84
9935,52.84
9936,52.84
9937,52.84
9938,52.84
9939,52.84
9940,52.84
9941,52.84
9942,52.84
9943,52.84
9944,52.84
9945,52.84
9946,52.84
9947,52.84
9948,52.84
9949,52.84
9950,52.84
9951,52.84
9952,52.84
9953,52.84
9954,52.84
9955,52.84
9956,52.84
9957,52.84
9958,52.84
9959,52.84
9960,52.84
9961,52.83
9962,52.83
9963,52.83
9964,52.83
9965,52.83
9966,52.83
9967,52.83
9968,52.83
9969,52.83
9970,52.83
9971,52.83
9972,52.83
9973,52.83
9974,52.83
9975,52.83
9976,52.83
9977,52.83
9978,52.83
9979,52.83
9980,52.83
9981,52.84
9982,52.84
9983,52.83
9984,52.84
9985,52.84
9986,52.84
9987,52.84
9988,52.84
9989,52.84
9990,52.83
9991,52.84
9992,52.84
9993,52.84
9994,52.84
9995,52.84
9996,52.84
9997,52.84
9998,52.84
9999,52.84
10000,52.84
10001,52.84
10002,52.84
10003,52.84
10004,52.84
10005,52.82
10006,52.76
10007,52.64
10008,52.35
10009,50.63
10010,46.93
10011,44.31
10012,38.75
10013,36.58
10014,35.25
10015,34.7
10016,33.57
10017,32.03
10018,30.73
10019,30.7
10020,30.68
10021,30.69
10022,30.7
10023,30.69
10024,30.69
10025,30.64
10026,30.59
10027,29.99
10028,27.81
10029,26.1
10030,24.22
10031,22.96
10032,22.95
10033,22.95
10034,22.97
10035,22.95
10036,22.96
10037,22.97
10038,22.94
10039,22.89
10040,22.82
10041,21.71
10042,20.25
10043,18.87
10044,16.87
10045,14.99
10046,15.49
10047,15.51
10048,15.49
10049,15.52
10050,13.76
10051,14.1
10052,14.8
10053,15.26
10054,15.34
10055,15.36
10056,15.38
10057,15.39
10058,15.4
10059,15.39
10060,15.4
10061,15.41
10062,15.41
10063,15.42
10064,15.4
10065,15.4
10066,15.38
10067,15.36
10068,15.31
10069,14.76
10070,14.75
10071,16.49
10072,15.19
10073,13.12
10074,10.7
10075,9.35
10076,7.83
10077,7.73
10078,7.92
10079,7.96
10080,7.97
10081,7.97
10082,7.94
10083,7.7
10084,7.09
10085,6.49
10086,5.95
10087,4.99
10088,3.84
10089,2.52
10090,1.56
10091,1.24
10092,1.07
10093,0.96
10094,0.89
10095,1.38
10096,1.79
10097,2.13
10098,1.2
10099,0.58
10100,0.49
10101,0.37
10102,0.33
10103,0.29
10104,0.27
10105,0.24
10106,0.38
10107,0.28
10108,0.39
10109,0.39
10110,0.28
10111,0.42
10112,0.32
10113,0.42
10114,0.42
10115,0.28
10116,0.39
10117,0.35
10118,0.37
10119,0.42
10120,0.38
10121,0.37
10122,0.23
10123,0.3
10124,0.34
10125,0.33
10126,0.32
10127,0.35
10128,0.26
10129,0.22
10130,0.27
10131,0.39
10132,0.29
10133,0.29
10134,0.28
10135,0.28
10136,0.35
10137,0.41
10138,0.3
10139,0.29
10140,0.38
10141,0.29
10142,0.34
10143,0.39
10144,0.35
10145,0.27
10146,0.34
10147,0.32
10148,0.31
10149,0.35
10150,0.29
10151,0.3
10152,0.34
10153,0.37
10154,0.28
10155,0.33
10156,0.23
10157,0.27
10158,0.31
10159,0.33
10160,0.27
10161,0.31
10162,0.28
10163,0.31
10164,0.27
10165,0.26
10166,0.29
10167,0.32
10168,0.29
10169,0.33
10170,0.29
10171,0.26
10172,0.24
10173,0.2
10174,0.23
10175,0.3
10176,0.28
10177,0.33
10178,0.24
10179,0.26
10180,0.29
10181,0.28
10182,0.36
10183,0.34
10184,0.41
10185,0.33
10186,0.3
10187,0.29
10188,0.5
10189,0.38
10190,0.31
10191,0.32
10192,0.31
10193,0.25
10194,0.34
10195,0.28
10196,0.25
10197,0.36
10198,0.25
10199,0.3
10200,0.36
10201,0.28
10202,0.3
10203,0.3
10204,0.32
10205,0.24
10206,0.31
10207,0.25
10208,0.26
10209,0.26
10210,0.25
10211,0.27
10212,0.36
10213,0.34
10214,0.3
10215,0.29
10216,0.31
10217,0.33
10218,0.31
10219,0.36
10220,0.29
10221,0.29
10222,0.33
10223,0.35
10224,0.3
10225,0.32
10226,0.28
10227,0.29
10228,0.32
10229,0.31
10230,0.33
10231,0.3
10232,0.37
10233,0.32
10234,0.34
10235,0.34
10236,0.34
10237,0.36
10238,0.33
10239,0.34
10240,0.32
10241,0.32
10242,0.35
10243,0.32
10244,0.34
10245,0.36
10246,0.34
10247,0.36
10248,0.32
10249,0.34
10250,0.35
10251,0.3
10252,0.36
10253,0.33
10254,0.29
10255,0.33
10256,0.32
10257,0.33
10258,0.32
10259,0.33
10260,0.34
10261,0.31
10262,0.33
10263,0.33
10264,0.32
10265,0.33
10266,0.32
10267,0.31
10268,0.35
10269,0.32
10270,0.35
10271,0.33
10272,0.34
10273,0.36
10274,0.36
10275,0.33
10276,0.32
10277,0.34
10278,0.36
10279,0.36
10280,0.33
10281,0.34
10282,0.34
10283,0.35
10284,0.3
10285,0.35
10286,0.34
10287,0.36
10288,0.31
10289,0.32
10290,0.36
10291,0.31
10292,0.33
10293,0.35
10294,0.32
10295,0.31
10296,0.35
10297,0.37
10298,0.35
10299,0.35
10300,0.31
10301,0.36
10302,0.32
10303,0.34
10304,0.35
10305,0.33
10306,0.37
10307,0.35
10308,0.33
10309,0.37
10310,0.33
10311,0.35
10312,0.34
10313,0.37
10314,0.33
10315,0.31
10316,0.32
10317,0.33
10318,0.36
10319,0.35
10320,0.37
10321,0.31
10322,0.35
10323,0.34
10324,0.35
10325,0.35
10326,0.35
10327,0.36
10328,0.33
10329,0.35
10330,0.35
10331,0.36
10332,0.33
10333,0.33
10334,0.32
10335,0.33
10336,0.34
10337,0.36
10338,0.33
10339,0.33
10340,0.35
10341,0.32
10342,0.35
10343,0.33
10344,0.36
10345,0.36
10346,0.32
10347,0.31
10348,0.31
10349,0.35
10350,0.34
10351,0.33
10352,0.32
10353,0.34
10354,0.34
10355,0.33
10356,0.34
10357,0.35
10358,0.33
10359,0.32
10360,0.34
10361,0.34
10362,0.34
10363,0.34
10364,0.35
10365,0.34
10366,0.35
10367,0.33
10368,0.34
10369,0.35
10370,0.33
10371,0.32
10372,0.34
10373,0.35
10374,0.35
10375,0.32
10376,0.35
10377,0.31
10378,0.32
10379,0.34
10380,0.32
10381,0.32
10382,0.34
10383,0.34
10384,0.32
10385,0.32
10386,0.35
10387,0.35
10388,0.34
10389,0.36
10390,0.33
10391,0.34
10392,0.35
10393,0.32
10394,0.33
10395,0.32
10396,0.33
10397,0.34
10398,0.35
10399,0.35
10400,0.35
10401,0.32
10402,0.32
10403,0.35
10404,0.34
10405,0.35
10406,0.34
10407,0.35
10408,0.32
10409,0.33
10410,0.33
10411,0.35
10412,0.35
10413,0.31
10414,0.32
10415,0.34
10416,0.35
10417,0.31
10418,0.35
10419,0.35
10420,0.35
10421,0.32
10422,0.35
10423,0.34
10424,0.34
10425,0.34
10426,0.33
10427,0.32
10428,0.33
10429,0.33
10430,0.33
10431,0.34
10432,0.34
10433,0.33
10434,0.32
10435,0.34
10436,0.34
10437,0.32
10438,0.32
10439,0.34
10440,0.33
10441,0.34
10442,0.32
10443,0.32
10444,0.34
10445,0.33
10446,0.33
10447,0.35
10448,0.35
10449,0.34
10450,0.35
10451,0.33
10452,0.33
10453,0.33
10454,0.31
10455,0.33
10456,0.34
10457,0.32
10458,0.33
10459,0.34
10460,0.33
10461,0.34
10462,0.34
10463,0.32
10464,0.33
10465,0.34
10466,0.33
10467,0.33
10468,0.34
10469,0.32
10470,0.35
10471,0.35
10472,0.35
10473,0.34
10474,0.33
10475,0.32
10476,0.32
10477,0.32
10478,0.35
10479,0.35
10480,0.35
10481,0.35
10482,0.33
10483,0.35
10484,0.34
10485,0.33
10486,0.35
10487,0.34
10488,0.34
10489,0.34
10490,0.32
10491,0.34
10492,0.35
10493,0.32
10494,0.35
10495,0.32
10496,0.33
10497,0.35
10498,0.32
10499,0.33
10500,0.34
10501,0.35
10502,0.32
10503,0.35
10504,0.33
10505,0.35
10506,0.34
